OTUs,ES_001t,ES_007t,ES_010t,ES_014t,ES_017t,ES_019t,ES_024t,ES_043t,ES_046t,ES_048t,ES_069t,ES_080t,ES_088t,ES_089t,ES_095t,ES_099t,ES_104t,ES_106t,ES_107t,ES_108t,ES_110t,ES_114t,ES_116t,ES_132t,ES_137t,ES_147t,ES_158t,ES_207t,ES_208t,ES_209t,ES_210t,ES_211t
823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,1,0,4,1,3,17,17,0,2,1,51,0,2,2,0,16,24,25,9,58,18,27,8,10,1,41,3,22,10,24,1
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
828,7,8,2,1,2,4,5,0,0,1,0,1,3,0,0,5,10,16,11,0,18,14,25,0,1,2,22,1,21,24,11,4
829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,4,0,0,1,0,10,0,6,18,1,1
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
832,9,17,3,13,7,15,183,28,26,3,8,26,0,3,1,1,9,46,62,7,36,99,99,11,69,6,6,1,16,17,32,1
833,6,74,6,61,17,222,879,80,256,2,12,68,9,22,5,1,145,274,229,127,150,427,273,16,349,22,92,5,28,48,109,4
834,6,194,1,49,13,172,2533,205,331,1,18,35,16,13,1,7,174,291,211,41,141,303,474,37,209,21,88,2,30,206,136,11
835,1,43,4,23,2,60,428,46,54,1,8,58,5,9,0,1,37,73,68,13,47,87,72,17,105,4,22,2,8,24,19,3
836,1,201,5,58,42,245,1801,275,280,0,22,92,7,31,2,7,173,202,280,53,267,344,466,38,431,70,86,0,47,129,93,7
837,0,8,0,8,3,18,139,12,22,1,3,32,0,2,1,1,32,51,42,9,32,65,27,2,44,6,4,0,16,13,11,3
838,2,116,4,112,62,325,1182,103,183,3,24,136,4,29,3,11,102,455,363,77,378,506,253,20,439,54,91,5,26,85,82,18
839,2,2,0,0,0,6,29,3,1,0,0,7,0,0,0,0,1,10,12,2,10,13,10,2,8,1,2,0,7,5,0,0
840,102,756,14,416,919,489,879,64,465,10,94,12,28,17,46,49,1581,1733,5311,129,12004,3042,295,133,920,20,5015,48,3195,8844,1173,244
841,2,1,2,1,0,3,23,6,0,0,4,2,2,2,1,3,8,18,12,7,15,9,5,0,16,2,8,1,3,7,1,0
842,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,4,1,2,1,0,0,0,0,0,0,1,0,1,0
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0
844,396,2719,3829,16973,4294,74037,41761,47117,21973,792,1692,370967,155,389,867,656,19881,115783,53796,9787,62142,147286,80782,12635,51870,46483,115155,291,73554,57173,59837,3970
845,3,1,5,6,0,4,7,2,4,0,4,7,1,4,1,0,2,5,12,5,10,7,3,2,3,1,4,5,3,3,4,2
846,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0,0,2,0,0,7,1,96,0,0,0,14,0,1,0,88,0,0,0,0,0,11,2,1,92,159,0,146,0,0,150,0
848,155,6446,22,718,77,286,49,104,100,7,22,84,3,6,18,8,29,42,350,421,72,30,110,8,10,5391,139,12,31,39,23,4
849,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,3,0,0,2,1,1,0,0,0,5,1,1,13,4,0
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,4,2,6,0,0,0,2,0,0,0,2,0
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,6,0,0,3,2,0
852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
853,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,0,8,1,0,0,0,0,0,0,0,0,0,0
854,1,1,1,1,2,2,5,1,1,0,0,3,1,0,0,0,2,10,8,0,8,5,5,0,3,0,7,0,3,5,1,0
855,10,21,87,23,6,11,77,758,6,10,207,34,11,95,13,5,27,87,14,205,1,15,19,18,54,26,11,46,20,29,23,33
856,0,35,9,23,9,27,170,51,25,0,8,217,2,17,0,2,44,48,62,32,65,209,147,12,148,16,13,7,19,40,12,2
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,10,0,4,1,2,0,2,0,0,179,0,0,0,2,0,3,2,0,14,0,0,0,17,0,33,23,1,9,1,0,0
860,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,2,0,0,0,15,1,0,1,5,0,2,0,1,0,0,0,0
861,0,0,0,0,3,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
862,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,0,0,1,2,0,0,0,1,1,0,0,0,1,3,0,0,0,0,1,1,1,2,1,0,1,0,6,1,0,2,4,0
864,0,28,0,9,3,31,499,37,18,1,3,21,1,4,0,1,18,96,64,13,19,84,366,3,55,10,19,1,9,76,24,16
865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0
866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0
867,0,2,1,3,3,38,3,7,13,0,3,7,3,0,4,13,21,67,137,22,171,17,49,2,2,12,31,1,23,26,27,7
868,4,43,4,208,53,92,150,3879,129,8,123,120,17,22,7,67,462,412,3298,71,3031,3700,2764,242,76,456,1103,106,332,927,879,184
869,1,2,1,1,9,1,5,6,3,1,0,6,1,3,0,0,22,23,111,1,51,20,30,2,4,32,40,2,78,90,20,5
870,4,1,0,0,11,0,24,0,11,0,1,2,0,1,0,0,6,4,8,0,5,0,0,0,0,0,0,0,1,0,0,0
871,469,3424,3197,7489,8618,84939,112004,107741,31687,822,2604,162674,410,1234,434,348,45114,121221,135967,9618,78234,267484,247155,33456,86281,53447,86282,554,73112,56698,126492,3414
872,2,13,3,13,12,6,10,39,14,1,10,79,2,6,17,7,79,143,332,12,196,1091,635,9,36,15,61,1,718,321,77,74
873,2,0,0,2,2,5,15,57,2,1,2,29,1,3,5,4,9,54,103,0,124,519,56,3,1,16,36,2,606,41,35,5
874,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,14,2,0,6,1,0,1,0,0,0,1,3,1,1
875,0,1,1,0,3,6,24,62,7,8,5,114,0,0,6,2,26,48,28,12,114,61,43,9,28,0,101,1,67,13,32,1
876,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,9,15,8,1,2,4,1,0,1,0,25,1,33,4,2,1
877,0,1,0,13,0,1,17,1,21,1,0,0,0,0,1,0,0,541,0,2,25,1,1,34,9,1,0,4,0,0,5,0
878,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0
879,1,1,6,8,0,4,9,3,3,0,11,5,2,5,0,3,3,8,20,9,13,1,8,1,8,0,24,1,5,8,3,0
880,476,284,74,366,328,238,134,238,302,136,82,100,252,184,138,202,40,8,68,106,78,22,58,196,40,104,86,102,82,114,114,134
881,53,396,34,245,95,645,2434,464,422,36,222,538,20,81,16,19,272,445,260,291,295,582,647,106,557,146,162,49,84,227,109,35
882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0
883,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,35,0,0,0,0,0,2,3,0,0,0,0,0
884,1,13,0,5,4,25,104,14,13,0,3,33,0,5,0,6,38,28,26,11,19,58,30,1,32,3,5,2,9,15,11,3
885,0,5,0,19,3,19,146,13,50,1,3,31,2,15,1,0,127,32,80,23,46,87,24,7,44,2,17,0,3,20,13,2
886,0,0,0,1,0,1,3,2,0,0,17,1,0,0,0,4,5,1,0,33,5,0,0,2,1,7,4,1,10,0,2,2
887,1,1,0,3,0,0,4,0,0,1,6,0,0,0,0,2,0,1,3,3,4,0,1,0,1,0,0,0,3,1,0,0
888,119,11297,6294,5166,53226,216937,592259,22678,26698,4063,8541,48006,1326,329,1275,1372,9581,48891,11736,7874,10746,23961,17568,4051,19959,2525,26172,435,20025,7499,12005,1129
889,0,15,1,1,2,11,152,13,8,1,2,22,0,7,0,0,3,24,29,3,10,16,10,6,40,6,13,0,2,10,4,0
890,715,166,1,602,13,179,6749,1852,190,13,2,296,48,115,0,12,13,150,9056,8,239,46,181,55,779,28,21,1,92,1694,228,19
891,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,3,0,6,1,0,1,1,2,1
892,3,5,2,4,1,7,32,6,7,1,2,3,1,1,1,0,10,11,10,3,12,6,1,3,10,2,8,2,7,17,4,0
893,0,0,0,1,1,19,9,3,5,0,0,7,0,12,0,1,25,9,27,3,515,9,10,0,0,234,25,0,5,38,33,0
894,0,1,2,1,4,0,6,2,2,0,0,1,2,0,0,2,2,4,20,0,8,212,3,0,1,7,11,1,0,34,4,1
895,0,3,0,1,7,2,1,0,0,1,0,7,1,0,1,1,3,3,25,0,15,3,6,3,2,28,16,0,10,3,1,0
896,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,11,3,1,16,1,0,0,0,6,10,0,7,1,0,1
897,2,10,0,3,157,34,11,2,4,15,0,8,1,0,0,1,4,3,94,20,32,13,4,8,7,4,19,0,2,38,12,4
898,2,10,0,15,80,13,46,2,11,10,5,18,23,3,0,49,70,144,541,18,747,227,253,10,10,32,3613,3,752,21,106,16
899,3,1,0,1,0,0,0,3,1,1,3,0,0,0,0,0,0,5,155,0,12,0,8,2,0,159,27,0,1,2,8,11
900,0,1,0,0,2,0,3,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
901,167,791,20,88,2920,2171,909,623,2053,826,383,178,1452,42,18,305,2949,11012,23323,3799,2509,3007,2319,2724,1410,11,5089,2246,12177,10642,4811,3822
902,1,2,0,0,0,0,0,0,0,1,128,0,0,0,0,1,0,1,3,236,1,0,1,16,0,23,1,0,0,1,0,97
903,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,2,0,2,2,1,0,0,1,3,0,1,0,1,0
904,3,542,747,394,2366,921,240,110,1462,467,4,441,446,1086,579,4286,409114,463400,10974,645,136137,308521,65507,206,2067,30,440740,3784,367314,133326,51876,92731
905,0,0,0,1,3,0,6,17,0,0,0,8,0,0,0,0,0,2,2,8,13,9,11,6,3,0,35,0,5,4,6,5
906,0,41,3,4,13,58,417,58,60,1,12,45,1,3,0,0,6,29,30,19,21,48,41,1,75,5,9,2,9,14,20,3
907,0,47,3,23,20,125,564,101,96,3,16,43,6,12,0,7,35,88,94,22,88,110,182,30,107,17,30,2,12,85,37,0
908,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,2,10,39,1,22,2,8,0,1,4,12,1,7,7,9,1
909,15,1,0,3,3,26,27,10,3,0,0,4,1,1,0,2,3,7,38,2,48,12,21,9,11,3,8,0,11,18,18,2
910,0,7,1,5,2,3,32,11,9,0,0,1,0,3,0,1,6,29,35,9,15,34,121,0,50,1,5,1,5,21,9,1
911,2,6,0,2,0,8,41,5,5,0,1,6,0,0,0,0,6,5,6,2,5,23,17,4,16,3,0,1,5,3,3,0
912,4,4,1,4,12,3,9,7,3,0,0,43,0,2,2,7,29,171,305,61,254,84,68,0,16,10,76,6,90,254,62,22
913,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0,2,1,1
914,0,2,0,2,0,14,198,39,280,62,8,138,23,8,0,0,3,34,44,10,8,19,7,25,0,1,3,0,4,0,16,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
916,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,3,5,1,1,4,4,0,1,0,2,0,1,1,3,0
917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0
918,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
920,1,3,0,8,1,7,8,17,5,0,2,136,0,10,0,3,84,769,489,10,125,158,163,19,23,3,61,0,60,116,34,6
921,1,191,6,45,26,158,872,93,105,3,58,49,6,12,5,5,52,245,85,92,115,114,97,38,405,95,25,3,38,40,42,2
922,4,31,2,19,21,44,201,18,34,1,5,31,0,15,1,0,75,47,48,5,37,38,47,12,92,4,6,4,14,13,13,1
923,6,28,1,15,10,41,478,30,51,2,11,17,1,9,0,3,29,35,41,9,39,48,67,6,45,9,29,2,13,21,28,1
924,1,46,0,15,12,58,413,62,83,0,8,122,1,10,0,2,57,51,104,13,48,113,83,14,108,5,18,1,9,61,20,1
925,0,1,1,1,0,1,12,1,2,0,0,1,0,1,0,0,0,3,3,2,1,2,3,0,2,0,4,0,1,3,0,0
926,0,21,1,13,1,44,134,11,16,1,5,40,1,4,0,0,12,46,27,14,29,31,37,2,45,9,13,1,5,17,7,2
927,1469,11098,14657,54564,24071,262995,280087,310270,76834,2597,5595,1094195,1849,5694,3636,3816,201945,589991,520518,40245,365544,984915,792095,104486,315863,225063,618877,2375,458243,297128,422940,21540
928,3,44,0,6,7,15,108,14,15,3,3,16,11,0,1,2,15,15,344,3,60,40,266,13,22,2,9,1,74,60,44,1
929,3,13,22,18,0,0,0,58,0,2,397,95,6,29,0,0,0,22,125,1043,27,0,8,33,4,119,82,0,113,5,21,31
930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,5,0,5,0,0,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1
932,1,2,0,5,0,2,2,0,0,1,2,0,1,0,0,2,2,20,9,0,13,9,11,1,6,1,5,1,3,9,7,1
933,3,1,1,1,1,1,6,2,1,1,8,2,0,3,0,0,6,9,2,5,2,4,1,0,3,1,4,1,1,3,2,0
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
936,16,10,5,16,10,4,12,8,3,5,3,12,5,18,15,3,1,0,0,6,2,3,0,7,4,2,3,3,1,4,1,0
937,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2,2,15,0,41,7,0,0,5,1,17,0,1,24,3,0
938,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,4,2,3,2,0,1,0,0,0,4,0,8,1,0,0
939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,1,0,0
940,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,0,3,4,15,1,9,3,3,1,0,0,4,0,0,3,3,2
941,0,0,1,0,2,0,1,1,1,0,0,1,1,0,0,0,8,17,5,0,1,1,0,0,0,0,1,0,1,4,0,8
942,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,1,2,7,6,2,11,6,3,0,0,0,15,0,2,0,2,1
943,4,9,12,33,16,31,108,184,0,194,12,753,0,2,30,146,233,452,211,93,506,371,260,38,235,89,596,2,452,134,176,47
944,0,2,1,1,2,8,40,5,8,0,1,3,1,0,1,2,4,19,12,1,5,40,21,2,13,1,5,1,5,7,5,2
945,0,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,4,0,0,1,4,2,1,0,0,3,5,4,1,1,0,0
946,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,2,0,1,0,0,0,6,0,6,0,0,0
947,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,3,0,7,0,0,0,0,0,4,0,0,6,0,0
948,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,5,0,6,1,0,0,0,0,3,0,0,2,0,0
949,360,0,0,0,0,0,4,8,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,2,0,0
950,14,3,7,5,0,4,48,26,0,0,1,37,0,2,3,0,17,34,25,10,36,21,11,6,5,0,102,0,30,11,15,1
951,2,1,5,3,0,2,12,1,1,0,8,1,0,5,1,0,2,9,12,8,11,1,2,1,3,1,16,3,3,3,2,2
952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0,0,0,2,3,2,4,3,1,0,0,17,0,1,0,0,10,6,45,0,46,10,16,6,4,4,7,0,2,20,12,0
954,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
955,68,9,129,23,13,30,655,20,7,7,77,15,4,9,7,9,1,99,23,308,8,231,64,11,62,5,188,6,4,161,5,6
956,1,6,3,1,0,0,1,0,0,0,4,0,2,1,4,3,1,3,1,7,0,0,0,1,3,1,7,3,1,0,0,0
957,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
958,0,0,1,0,1,0,4,1,0,0,0,1,0,0,0,0,1,7,1,5,1,0,0,0,0,2,1,0,2,3,0,0
959,0,0,1,0,0,0,0,4,0,0,2,28,0,0,0,0,9,6,5,1,20,12,6,1,1,0,7,0,3,2,1,1
960,0,1,1,0,0,9,0,4,0,1,1,6,0,0,1,0,4,23,1,2,50,3,7,4,2,8,9,2,14,3,0,6
961,11,0,69,1,0,18,0,0,0,1,0,6,0,0,0,0,1,2,81,0,17,0,0,0,2,0,0,1,0,14,0,0
962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,2,0,2,3,0,2,0,2
963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
964,4,0,0,0,0,1,6,0,1,0,2,0,0,1,0,1,1,7,31,2,31,12,50,1,2,0,10,0,2,27,8,0
965,0,0,0,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,3,4,4,2,2,0,1,0,1,0,0,2,1,1
966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,1,0,1,0,1,1
967,0,0,0,0,0,1,1,0,1,0,7,2,0,0,0,0,2,0,1,14,8,2,2,2,0,2,1,1,3,1,0,0
968,3,0,14,8,2,0,2,0,0,0,192,3,0,2,0,0,7,10,15,281,4,4,14,24,1,26,174,8,13,7,3,4
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
970,2,14,5,22,2,3,17,3,5,7,22,3,1,6,0,4,7,23,11,20,16,5,1,0,5,7,16,0,5,0,2,1
971,1,1,0,0,0,0,1,3,0,0,1,10,0,1,0,0,3,11,26,5,31,10,12,0,4,2,14,0,1,16,2,0
972,5,144,6,826,9,104,630,60,93,26,30,648,3,12,47,5,51,3666,43,43,22,2539,3893,30,339,193,134,11,34,2094,5,8
973,1,2,2,2,1,6,19,1,1,0,5,2,0,0,0,1,2,3,8,1,1,2,3,2,3,1,2,1,1,1,0,0
974,0,2,1,5,0,3,1,0,0,0,6,0,4,1,2,0,0,3,9,5,4,7,8,1,2,0,13,4,5,7,1,0
975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,0,1,0,0,0,1,0,1,0,0,1,8,0,0,0,0,18,16,4,1,44,1,0,0,5,4,4,0,19,0,6,0
979,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,1,2,1,17,14,0,0,0,26,0,1,0,0,0
980,0,1,0,0,0,1,9,6,0,1,9,13,0,2,0,0,0,2,9,62,3,6,1,1,0,4,1,4,1,4,0,0
981,1,0,0,1,6,0,0,2,6,1,30,2,7,5,2,7,81,2,0,71,0,1,1,3,1,26,2,73,0,5,1,6
982,0,2,5,9,0,1,16,7,6,1,33,1,0,13,0,1,5,5,3,13,1,41,6,3,4,2,5,5,6,12,4,0
983,42,45,68,213,322,470,8963,2517,195,270,58,4067,55,21,97,78,267,1203,436,237,923,1012,522,345,536,392,1461,22,860,274,516,35
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
985,0,0,1,0,1,1,4,0,0,0,0,1,1,0,0,2,6,26,14,0,11,2,3,0,0,3,30,0,10,10,5,3
986,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,0,1,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0
989,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,2,0,0,2,0,1,0,0,0,2,0,2,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0
993,2,12,15,55,46,50,235,229,98,13,12,1277,5,2,22,37,1460,1726,3456,95,2174,4963,2874,72,425,151,1590,4,1291,1957,589,88
994,1,3,1,5,13,11,16,37,9,0,1,1028,7,23,1,9,501,673,311,27,644,353,1090,35,27,15,328,4,454,312,91,134
995,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,3,2,0,0,0,1,5,0,0,0,1,1,2,4,0,0
996,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
997,1,0,34,319,0,2,5,1,1,0,2,3,0,310,0,0,137,64,8,321,3,47,7,600,1,0,6,1,239,4,141,97
998,1,0,0,1,0,1,4,0,1,0,1,1,0,0,0,0,0,2,5,1,9,1,3,0,4,0,5,0,2,4,3,0
999,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,2,0,0
1000,7,4,4,18,1,21,81,203,29,4,2,18,0,3,1,1,4,64,67,22,1394,48,98,24,109,8,18,1,4,35,24,0
1001,0,1,2,1,1,1,5,5,0,0,1,2,2,0,0,1,1,9,7,1,9,4,8,0,2,1,7,2,5,7,6,1
1002,3,1,5,13,103,38,23,20,16,10,2,311,10,1,1,29,196,136,790,34,723,339,204,20,27,94,359,87,185,362,226,147
1003,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
1004,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1008,1,1,9,0,5,7,11,1,0,0,0,14,4,1,11,13,93,31,7,3,68,1,3,0,0,0,221,10,209,18,21,29
1009,0,0,6,7,4,1,4,1,5,0,0,10,7,1,5,11,64,61,18,1,31,7,6,1,0,0,113,5,116,17,27,19
1010,0,163,2798,1177,5116,4672,8421,24,1101,2147,32,5423,1365,349,4224,9925,28265,21303,23833,930,30103,2144,5057,1737,410,331,65224,6354,83474,7883,9519,6079
1011,0,9,849,4,197,285,1816,27,17,20,2,62,597,185,187,2558,24955,724,1105,32,18348,20,64,3,0,2,31844,437,5259,74,11,313
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1
1014,1426,720,14,14494,626,27985,32690,5334,1226,227,297,15255,419,4742,378,185,15073,124149,301273,8345,149116,208654,130483,8082,82824,59172,26388,443,8411,101551,68515,525
1015,1,17,0,12,6,28,79,22,26,0,5,15,1,4,3,0,14,35,21,10,49,42,46,4,48,6,22,1,8,19,2,1
1016,26,3131,6,449,998,4786,7046,748,901,109,196,521,322,18,85,626,26420,1791,2596,393,7103,756,1261,167,420,3,9875,618,4515,933,1495,1986
1017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,3,0,1
1018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
1019,0,0,1,1,1,0,6,3,0,0,2,3,2,0,0,0,4,3,8,5,6,3,5,0,5,1,4,1,0,2,3,3
1020,50,166,132,174,45,41,78,154,31,30,188,71,50,120,102,20,431,1167,110,173,34,54,53,23,50,21,448,139,122,471,508,259
1021,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0
1023,0,0,1,2,0,0,2,1,0,0,0,6,1,0,0,1,6,7,1,1,9,0,0,0,1,1,16,1,17,3,5,2
1024,3,579,82,446,2324,8457,3596,2288,4384,255,30,109,55,107,55,103,20589,13759,146476,1361,97983,6718,15382,1148,593,39,9929,571,6371,260397,3228,2226
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,0,0,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,9,1,1,0,0,0,1,0,0,0,1,0,0,0
